
7.0377439,79.9304523
7.028574,79.9277929
7.028574,79.9277929
7.028574,79.9277929
7.0288323,79.9280918
7.0288323,79.9280918
7.0288464,79.9284271
7.0288464,79.9284271
7.02884,79.9280628
7.028863,79.9280702
7.0289694,79.9280326
7.028707,79.927986
7.0284218,79.9286339
7.0288242,79.927878
7.0288057,79.9276092
7.0288601,79.9279
7.0377439,79.9304523
7.0295137,79.9284875
7.0295137,79.9284875
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0377439,79.9304523
7.0294049,79.9283623
7.0377439,79.9304523
7.0377439,79.9304523
,
7.0377439,79.9304523
,
7.0377439,79.9304523
,
7.0377439,79.9304523
,
7.0377439,79.9304523
,
7.0377439,79.9304523
,
,
7.028981889480359,79.9275570997098
,
7.0377439,79.9304523
,
,
7.0377439,79.9304523
,
,
,
,
,
7.0288091,79.9280769
,
7.0289611,79.9280237
,
,
,
,
,
,
,
